"group","album","id","Selfdetermination","style","language","City","sex","region","Название.трека","audio","image","Ссылка.на.группу","listen","isaudio","aprize","year","duration","used_link_newname","locallink"
"GODZILLA","3D","u19_141","hip-hop & rap","hip hop & rap","українська","Хмельницький","","захід","","","img/covers19/artworks-000475217952-wcyt3u-original.jpg","","https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/561975585&color=%23ff5500&auto_play=true&hide_related=false&show_comments=true&show_user=true&show_reposts=false&show_teaser=true&visual=true","video","усі альбоми LP","2019","LP","img/covers19/artworks-000475217952-wcyt3u-original.jpg","yes"
"Goncharova Project (Гончарова Проджект)","Небо співає мені","u19_142","","others","українська","Київ","","київ","","","https://lh3.googleusercontent.com/T5T9mgveYSXSlDo-vFMbXSnSxS-fZ5oa6jhQg0vtj6bXCScZh55RXjgPJmkyl74w8B08kl6JfaGX2HQ=w302-h302-l90-rj","","https://www.youtube.com/embed/IP2Vz7FVbKo?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","усі альбоми LP","2019","LP","img/covers19/5T9mgveYSXSlDo.JPEG","yes"
"Granula Grace","Granula Grace","u19_144","Indie ","indie","українська","Київ","","київ","","","img/covers19/Blg5WG5J9C4.jpg","","https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/693683071&color=%23ff5500&auto_play=true&hide_related=false&show_comments=true&show_user=true&show_reposts=false&show_teaser=true&visual=true","video","Long List","2019","EP","img/covers19/Blg5WG5J9C4.jpg","yes"
"Grebz","Рэппєq","u19_145","","hip hop & rap","російська","Київ","","київ","","","https://lh3.googleusercontent.com/Ypq01Kzdjk1MrIdnDZPkeh21TiOyAEIRouO37EM--EjTdjS1aHUwumNghdUZ7yM_TR763D_bcQAGzb8=w302-h302-l90-rj","","https://www.youtube.com/embed/TrT9z6jq6OE?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","усі альбоми LP","2019","LP","img/covers19/pq01Kzdjk1MrId.JPEG","yes"
"Hindu","Scars","u19_153","dream pop","pop","англійська","Київ","","київ","","","https://lh3.googleusercontent.com/k6wJMwfKtwDONX3vfuuYhfgxrFk2xz08YL22II1TcPyFYg5ONlCuv6JLSXNBYNtYCgG3DKCbpGV3JRUq=w302-h302-l90-rj","","https://www.youtube.com/embed/J1Q4OgaHunI?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","Long List","2019","LP","img/covers19/6wJMwfKtwDONX3.JPEG","yes"
"HOLY BAAM","Жизнь Огонь","u19_156","alternative rock","rock","російська","Болград","","південь","","","img/covers19/6iTRZKlnTRQ.jpg","","https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/602315868&color=%23ff5500&auto_play=true&hide_related=false&show_comments=true&show_user=true&show_reposts=false&show_teaser=true&visual=true","video","усі альбоми LP","2019","LP","img/covers19/6iTRZKlnTRQ.jpg","yes"
"Idealism Addict","Spring Nights","u19_162","","indie","англійська","Київ","","київ","","","https://lh3.googleusercontent.com/Wvpmk4Uqxre9nDSlF3UHyUCUOKtGC82XqZXHBPXCdRPm6vTpNZoCYMHrpSc7mEXFniEUOALzE5M4hepa=w302-h302-l90-rj","","https://www.youtube.com/embed/PEtg5j9xUyA?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","усі альбоми LP","2019","LP","img/covers19/vpmk4Uqxre9nDS.JPEG","yes"
"INAIA","Королева драм","u19_164","Pop","pop","російська","Київ","","київ","","","https://lh3.googleusercontent.com/srKVK4ERZrsorgeivb_R6HhGcvbvK4N1HsfY-gqyN3pUzVlWPgrJLpVS3vnsf8iZ_DNuAAoJoTWpJFM=w302-h302-l90-rj","","https://www.youtube.com/embed/6x4_KR5D7-4?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","Long List","2019","LP","img/covers19/rKVK4ERZrsorge.JPEG","yes"
"Inner Suffering","Blackest Nights","u19_167","metal","metal","немає","Tulsa","","закордон","","","img/covers19/a3363083283_10.jpg","","https://bandcamp.com/EmbeddedPlayer/album=2331862549/size=large/bgcol=ffffff/linkcol=0687f5/minimal=true/track=158934467/transparent=true/","","усі альбоми LP","2019","LP","img/covers19/a3363083283_10.jpg","yes"
"Inner Suffering","Comfort In Black","u19_168","metal","metal","немає","Tulsa","","закордон","","","https://lh3.googleusercontent.com/0Xq-ReuEKnNKw2l4hxRULzUdZ2yvh5-TgSDDkGKzkWIYKG13Sd50XEiRjtLzbvCaUWkSBhbo_P1tBvvB=w302-h302-l90-rj","","https://www.youtube.com/embed/TRclBjNGAWw?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","усі альбоми LP","2019","LP","img/covers19/Xq-ReuEKnNKw2l.JPEG","yes"
"Inner Suffering","Desolated","u19_169","","metal","немає","Tulsa","","закордон","","","https://lh3.googleusercontent.com/aJjQpM-4PGf7eD-5thRSJzZLt4ilht4x0V98WACWvi4pUa67Hzxr9zqRIeYkzPyIaNz_9NlEHJuMGULPsQ=w302-h302-l90-rj","","https://www.youtube.com/embed/nefWjMHPyrM?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","усі альбоми LP","2019","LP","img/covers19/JjQpM-4PGf7eD-.JPEG","yes"
"Inner Suffering","Hermit","u19_172","metal","metal","немає","Tulsa","","закордон","","","https://lh3.googleusercontent.com/Y2xVPOWs_tHrmLdNJS6SVt3Gm45qOJ-xlSU_zZUm2wVDDA_nC-S0bTxmn-RTsJq3PoXaG8csKPX6_8ZA=w302-h302-l90-rj","","https://www.youtube.com/embed/xC25JOwh5-Q?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","усі альбоми LP","2019","LP","img/covers19/2xVPOWs_tHrmLd.JPEG","yes"
"Inner Suffering","nothing","u19_174","metal","metal","немає","Tulsa","","закордон","","","img/covers19/a2541931982_16.jpg","","https://bandcamp.com/EmbeddedPlayer/album=2297972986/size=large/bgcol=ffffff/linkcol=0687f5/minimal=true/track=857219797/transparent=true/","","усі альбоми LP","2019","LP","img/covers19/a2541931982_16.jpg","yes"
"Inplus","Vibe","u19_176","Synth/Pop","pop","російська","Київ","","київ","","","https://lh3.googleusercontent.com/9DQ9NLiCqA5d1cTyA0cCcApdpTe8gI3FdVgrA_1MfDUKfbCEpm9PK5qOfsjxq8wGtD2TvCJo4lgDUcRO2A=w302-h302-l90-rj","","https://www.youtube.com/embed/SnitrbrDFGs?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","усі альбоми LP","2019","LP","img/covers19/DQ9NLiCqA5d1cT.JPEG","yes"
"Irene Adler","Хотя бы раз","u19_177","Punk","rock","російська","Київ","","київ","","","https://lh3.googleusercontent.com/_KJKThjeSJjw_hQJL-rKcSgdxxV1dLZU-kyQapdbWJeyyy3FA6iqQ5KtwYpSqNCGIl37xryfXyO9rhgbTg=w302-h302-l90-rj","","https://www.youtube.com/embed/qfNa5jhrr6w?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","усі альбоми LP","2019","LP","img/covers19/KJKThjeSJjw_hQ.JPEG","yes"
"Ivan Dorn & Роман Бестселлер","Три хороших песни","u19_179","pop","pop","російська","Київ","","київ","","","https://lh3.googleusercontent.com/-AncloTakIL7lEV7SOeXNzruSFywe8HY-lZkWdb-bWd8Qm6BH-pOOYis3i1Ut0Oa5j0sVKhpgTOyAqnF=w302-h302-l90-rj","","https://www.youtube.com/embed/URWl3k5XtVA?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","Short List","2019","EP","img/covers19/AncloTakIL7lEV.JPEG","yes"
"Jazzn't Lost","LifeTime","u19_182","Indie, jazz","indie","англійська","Дніпро","","центр","","","https://lh3.googleusercontent.com/565Vpmz_lNZ6TAZ9qGu4CIswg1W73vhIxYGxo6kHzC5L9Vlu63rEL0SP_5bIwRHBu4RWd-42CwLI8Es=w302-h302-l90-rj","","https://www.youtube.com/embed/joxEOCqfEAo?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","усі альбоми LP","2019","LP","img/covers19/65Vpmz_lNZ6TAZ.JPEG","yes"
"Jerry Heil","#Я_ЯНА","u19_184","pop","pop","українська","Київ","","київ","","","https://lh3.googleusercontent.com/zniaODAxVMdv694cWkV9Xt8Zjg0P_mZilfsMgB1DVy_6Ekx_TRFYd9slkKKyx69hvtq7GibQoWBk9oXu=w302-h302-l90-rj","","https://www.youtube.com/embed/JntSt1PqfpU?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","усі альбоми LP","2019","LP","img/covers19/niaODAxVMdv694.JPEG","yes"
"Jerry Springle","Don't Go to Paris","u19_185","Easy Listening
","indie","англійська","Київ","","київ","","","https://lh3.googleusercontent.com/dPOcppbJ5JxsD88ib8QVx8Tngr_AV7pPepkLxC3GWA077HtFi9XpATD0W2D_gJYw1MTJYMbu4_PoIqEvCw=w302-h302-l90-rj","","https://www.youtube.com/embed/JZAbv8lSSYU?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","усі альбоми LP","2019","LP","img/covers19/POcppbJ5JxsD88.JPEG","yes"
"Jinjer","Macro","u19_187","","metal","англійська","Горлівка","","схід","","","https://lh3.googleusercontent.com/_WGQVelMOTR9U9x84no67mAQnTnU8KyetBNpdOdowAZo_RMXfp_XDWBaWvLnMZeYfEwVBnBXBbvHN1Tb=w302-h302-l90-rj","","https://www.youtube.com/embed/Fm9fLq4SKZs?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","Long List","2019","LP","img/covers19/WGQVelMOTR9U9x.JPEG","yes"
"Jonathan Livingston","Хто я?","u19_189","","indie","українська","Київ","","київ","","","https://lh3.googleusercontent.com/JN8b13DmXvHg1KoGjGY7Ttbj4hUCLmO7xg2aKnx67oK_5jxhCO5ceN9no6e0q40c_LcS-r4TAbZIjR_r=w302-h302-l90-rj","","https://www.youtube.com/embed/6na0I_QwO0E?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","Long List","2019","EP","img/covers19/N8b13DmXvHg1Ko.JPEG","yes"
"Juggernaut","KVLT OV ETERNAL VVAR","u19_190","Negative Heavy Hardcore","metal","специфічна","Київ","","київ","","","https://lh3.googleusercontent.com/EmyZSl1TVgjECGWjF8MdxcH9M21I-O-8AcOXPWAIpBJgAhYz9ectws37LFTioqyyyc7ItyTiVFmbUNA=w302-h302-l90-rj","","https://www.youtube.com/embed/LEL3HEYl_c8?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","усі альбоми LP","2019","LP","img/covers19/myZSl1TVgjECGW.JPEG","yes"
"Juniko","Тишина","u19_191","pop","pop","російська","Харків","","схід","","","https://lh3.googleusercontent.com/O03BSqy_mMEQHRP9RrcgMxwwW4WLIbGwDwqvluclk0r7pkc3vazV_rs0q2Y6NDsjg-6ptKkitRr25OXHGw=w302-h302-l90-rj","","https://www.youtube.com/embed/qe05sB3ue7k?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","усі альбоми LP","2019","LP","img/covers19/03BSqy_mMEQHRP.JPEG","yes"
"Junket","""Burning Boat & The Dancefloor Security""","u19_192","break-beat, funk, electro dub","electronic","англійська","Київ","","київ","","","https://lh3.googleusercontent.com/_N3-ZEdJrQvirbnUjeLkMfPEgr3FfoPWEyEjNRMUbF6Kd9lYNH3obESqneqXTz2y6_Tl33U8-CoFgNzf=w302-h302-l90-rj","","https://www.youtube.com/embed/H6iwxoPffr0?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","Long List","2019","LP","img/covers19/N3-ZEdJrQvirbn.JPEG","yes"
"Kadaitcha","Tar","u19_194","","others","немає","Нова Каховка","","південь","","","img/covers19/a0427605185_16.jpg","","https://bandcamp.com/EmbeddedPlayer/album=3053601729/size=large/bgcol=ffffff/linkcol=0687f5/minimal=true/track=3154949339/transparent=true/","","усі альбоми LP","2019","LP","img/covers19/a0427605185_16.jpg","yes"
"Kadnay","Полон","u19_195","Electro-pop, indie-pop","pop","українська","Київ","","київ","","","https://lh3.googleusercontent.com/3Gz7qzW5FqsCay8BVEJmvq8vKGZVbPa_HrQUzfHHlHfmlvgCHBSoHTm_kzBQ8IZLWsz9oB0yMbLkZawY-w=w302-h302-l90-rj","","https://www.youtube.com/embed/XsCcqvzb0-o?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","Long List","2019","LP","img/covers19/Gz7qzW5FqsCay8.JPEG","yes"
"Karfagen","Echoes from Within Dragon Island","u19_197","","others","немає","Харків","","схід","","","https://lh3.googleusercontent.com/RIGtuJw8oNn08s2dWdLBIIPDFApU8PpJ4ckuLBDoTo_WtvPVUIJ8P_2dEnQJhVSRt9TbeuBUao01ZweL=w302-h302-l90-rj","","https://www.youtube.com/embed/aqtcLJJx0VI?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","усі альбоми LP","2019","LP","img/covers19/IGtuJw8oNn08s2.JPEG","yes"
"Karfagen","Echoes from Within Dragon Island","u19_198","","others","немає","Харків","","схід","","","","","","","усі альбоми LP","2019","LP","",""
"Kavabanga Depo Kolibri","911","u19_199","","hip hop & rap","російська","Харків","","схід","","","https://lh3.googleusercontent.com/IxJ2FjN4iBkDSflrFUWrg36VkerdUzIdkEX7Bur5VrzdCYRkQPL7luN4w7hsxPz0GMdZhLM8fJac59Ls=w302-h302-l90-rj","","https://www.youtube.com/embed/FJPC8_AuFFM?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","усі альбоми LP","2019","LP","img/covers19/xJ2FjN4iBkDSfl.JPEG","yes"
"KAZKA","NIRVANA","u19_200","pop","pop","українська","Київ","","київ","","","https://lh3.googleusercontent.com/8-zYS2xcNPgEJQDHY-BveQ3DKCIUKSGLkcD59X6eMG1cGsCzsVksK-yGL83s_7eBN8OpvAxSQGyvcx_5=w302-h302-l90-rj","","https://www.youtube.com/embed/JB0X_l9MBP0?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","усі альбоми LP","2019","LP","img/covers19/-zYS2xcNPgEJQD.JPEG","yes"
"KDNP","Avatara","u19_201","Electronic ","electronic","немає","Львів","","захід","","","https://m.media-amazon.com/images/I/A13lHibAAFL._SS500_.jpg","","https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/581904612&color=%23ff5500&auto_play=true&hide_related=false&show_comments=true&show_user=true&show_reposts=false&show_teaser=true&visual=true","video","усі альбоми LP","2019","LP","img/covers19/13lHibAAFL._SS.JPEG","yes"
"Këkht Aräkh","Night & Love","u19_202","","metal","специфічна","Миколаїв","","південь","","","","","","","усі альбоми LP","2019","LP","",""
"KESAR","blind","u19_204","","others","специфічна","Київ","","київ","","","","","","","усі альбоми LP","2019","LP","",""
"KESAR","epitome","u19_205","","others","специфічна","Київ","","київ","","","","","","","усі альбоми LP","2019","LP","",""
"KESH","Молод и свеж","u19_206","rap","hip hop & rap","російська","Суми","","північ","","","https://lh3.googleusercontent.com/Jif2oDBvR6-saeug2DN_5qMCkfXRhXA4lXw_r7e8MU_WIAbqnZJ6L5OgKcRAhmKCRrMd69Ed4BLnYu-xWA=w302-h302-l90-rj","","https://www.youtube.com/embed/sB7SH2K_xyw?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","усі альбоми LP","2019","LP","img/covers19/if2oDBvR6-saeu.JPEG","yes"
"KHAYAT","KHMIL'","u19_207","Electronic ","pop","українська","Київ","","київ","","","https://lh3.googleusercontent.com/fxqTX0YMyeGavlNYmekuvGlSHeiRc5dxvu_0OWMbMcqeDbynhrRPeUhpFbyckXhOc8Rrtt4sjhkjzPbY=w302-h302-l90-rj","","https://www.youtube.com/embed/SEgSdk7CFC8?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","усі альбоми LP","2019","LP","img/covers19/xqTX0YMyeGavlN.JPEG","yes"
"King Imagine","In Dub","u19_211","electronic","electronic","немає","Київ","","київ","","","img/covers19/a2000870581_16.jpg","","https://bandcamp.com/EmbeddedPlayer/album=867937499/size=large/bgcol=ffffff/linkcol=0687f5/minimal=true/track=426357620/transparent=true/","","усі альбоми LP","2019","LP","img/covers19/a2000870581_16.jpg","yes"
"King Imagine","Yellow Magic Tunes","u19_212","electronic","electronic","немає","Київ","","київ","","","img/covers19/a1311686438_16.jpg","","https://bandcamp.com/EmbeddedPlayer/album=1700572737/size=large/bgcol=ffffff/linkcol=0687f5/minimal=true/track=3003662352/transparent=true/","","усі альбоми LP","2019","LP","img/covers19/a1311686438_16.jpg","yes"
"KiteFlighter","Kiteflighter","u19_218","","rock","специфічна","Харків","","схід","","","https://lh3.googleusercontent.com/CtUy9ErNxKoyN8x5KA6GobCColjNcVMvbxPqF3d8oiNsybeTCneguudyDZsQF-M_v2VXWSj_XG67Ju4=w302-h302-l90-rj","","https://www.youtube.com/embed/My1NSmlCZFc?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","усі альбоми LP","2019","LP","img/covers19/tUy9ErNxKoyN8x.JPEG","yes"
"KLER","Быть первой","u19_219","pop","pop","російська","Київ","","київ","","","https://lh3.googleusercontent.com/OKErAXuQRAAuCbBQuylDp_7h1K1ingP7gCjgdg7WUsytsWtOK1ssmwlJGn04k2pwp_anplR0MeLdxYk=w302-h302-l90-rj","","https://www.youtube.com/embed/mz2xcRk3jwA?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","усі альбоми LP","2019","LP","img/covers19/KErAXuQRAAuCbB.JPEG","yes"
"Koloah","Salon Imaginalis","u19_222","Electronic ","electronic","немає","Київ","","київ","","","https://lh3.googleusercontent.com/-baa2TtxAI4Ud9yDq92dV43P6HJ06Ch91WnONp7YdPJJ3wAStk1y52Z0lYVBnANRJ8wJnLHYFzhzp3gi=w302-h302-l90-rj","","https://www.youtube.com/embed/9MLWQYrYINI?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","усі альбоми LP","2019","LP","img/covers19/baa2TtxAI4Ud9y.JPEG","yes"
"Kondurakiy","CHUESH","u19_225","dancehall","pop","українська","Київ","","київ","","","https://lh3.googleusercontent.com/0mrG1ttSQ5sdvKz_kHxJZTqzBkMJfuZN4ixDyhwS_lXsq4fqW_cwVZb5_N04WzPTg-0m_qRtdl74NeM=w302-h302-l90-rj","","https://www.youtube.com/embed/hGt0XHiBKR4?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","усі альбоми LP","2019","LP","img/covers19/mrG1ttSQ5sdvKz.JPEG","yes"
"Konstantin Ivchuk Group","Surrender","u19_226","jazz","jazz","немає","Poland","","закордон","","","https://lh3.googleusercontent.com/1VYrKkRYuVg5lkBud9BE3lysR0PUFziG4Y_iAroeaKkXAyHHTumtyS4-JHoyCAABYaoB92w6cP-iivo=w302-h302-l90-rj","","https://www.youtube.com/embed/KEZhHNX8IkE?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","Long List","2019","LP","img/covers19/VYrKkRYuVg5lkB.JPEG","yes"
"Korzo","Inspire","u19_227","Intuitive Mindscape","rock","англійська","Ужгород","","захід","","","https://lh3.googleusercontent.com/iJnkDF_7KgNlsvxWrfCY1uqgXb8goaGWIiFfSnsTqoeETHkrAY_TVFMTgwiBDDpZl_46jHpOieSYkTOT=w302-h302-l90-rj","","https://www.youtube.com/embed/OlHLn060n-4?autoplay=1&fs=0&iv_load_policy=3&showinfo=0&rel=0&cc_load_policy=0&start=0&end=0&origin=https://youtubeembedcode.com","video","усі альбоми LP","2019","LP","img/covers19/JnkDF_7KgNlsvx.JPEG","yes"
